Review	Relabel
빛에 비춰보면 갈색이라기보단 고동빛에 좀 더 가까운거 같아요 기장이 저한테는 살짝 긴게 아쉽습니다 수선필요 ㅠ	0
개체차이인지 모르겠는데 검은색 색상보다 좀 더 얇네요	0
사이즈가 딱맞습니다 봉재가 완벽한 편은 아니지만 가격대비 훌륭한 기본 남친룩 블레이저이고 가을에 착용하기 좋은 아이템인것 같습니다 사이즈는 딱 정 사이즈라고 보면 될것 같습니다 아쉬운 점은 디테일적인 마감부분이나 크게 신경쓰일정도는 아닙니다	0
무탠 진짜 최고예요 체크 자켓에 이어 두번째 자켓인데 진짜 깔별로 쟁이고싶을만큼 완벽갓벽ㅠㅠ	1
진짜 가성비 최고인거 같아요 좋은 가격에 잘 샀습니다	1
루즈한 핏에 원단 빳빳해서 실루엣 너무 이쁘게 잡히고 색감이  미터 밖에서도 어그로 끌릴 만큼 쨍해서 무채색 계열이랑 매치하면 너무 맛있음	1
블레이져에 처음 입문하게 되었습니다 역시 소문대로 무신사 블레이져 가성비 최고네요 비싼 브랜드랑 붙어도 뒤지지 않네여 좋은가격에 품질까지 최고입니다	1
부드럽고 이뻐요 엘무드는 그냥 미쳤습니다대만조옥	1
사이즈 선택 시 고민했는데 맞아서 기분이 좋고 모카 색상도 이쁩니다	1
두께가 두껍진 않지만 적당하고 가성비 너무 좋아요	1
아주 좋습니다 최고의 가성비 블레이저 인사일런스	1
세탁 후 보풀이 조금 생기는 편입니다 그래도 이정도 가성비에 기본니트로는 최고인거 같습니다 구매하실때 어깨라인을 잘 보고 사이징을 잘 하셔서 구매하는것을 추천드립니다	1
예뿝니다오늘 날씨도 최곤데옷도 최고네요다른 색상도 구매각 봅니다사이즈가 딱 맞네요 저랑 비슷한 스펙이신 분들은약간 루즈하게 입을라면 한치수 크게 가면 될 거 같아요	1
너무너무 좋아요 지금 날씨에 딱 여름에도 쌉가능 할거 같아요	1
저한테 클줄알았는데 딱맞아요 원단도 튼튼하고 따듯해요	1
무릎을 덮는 기장이고 폼이 넉넉해서 박시한 탑과 매칭해서 입기에 너무 좋아요 와이드해서 귀엽게 연출하기 너무 좋은 바지입니다	1
할인할때 구매해서 만천원에 구매했습니당	1
사이즈도 적당하구 마음에 듭니다 너무 추우면 못입어요	1
화려하지는 않지만 가볍고 맨살에 입어도 부드럽고 만졌을때 포근함에 감탄하게 되네요무엇보다 보온성이 좋아서 단품과 이너로서 범용성 좋습니다 너무 만족스럽고 다른색상도 구매해야 할 것 같아요	1
색감도 이쁘고 촉감도 너무좋네요ㅋ캐시미어 프로 코트를 너무 착한가격에 샀어요잘입을게요	1
 사면 밑위가 짧고  사면 허리가 너무 크고 그래도 색감은 최고입니다	1
임산분데도 여유있게 잘맞아요생각보다지퍼는 잘안되요 ㅋㅋ	0
이너 없이 입어도 부드럽고 착용감도 편해요 색깔별로 두고 사용중입니다 잠옷	1
코트 너무이뻐요 버튼서울 정장 구매해서 입었는데 스타일이좋아서 코트도 구매했는데 가격대비 너무 맘에드네요평소 입는데 라지입으니 딱 좋네요 오버핏이라 팔품이 크고 기장도 딱 좋아요 밀도감이좋아 무겁긴하지만 따뜻해서 좋아요	1
편하고 좋아요 올 가을 필수품 가벼워요 이쁩니다	0
밝아서 그런지 안에 받쳐 입어야할듯 ㅎㅎ 그래도 부드럽습니다 굿	1
일단 다른 맥코트에 비해 훨씬 가벼워요 캐시미어 들어가서 상당히 부드러운데 목부분만 저는 좀 간지럽네요 ㅎㅎ 핏은 진짜 최고입니다뒤에  끈도 고정이 되구요 풀고 입을 때는 주머니에 넣어 다니면 됩니다 색감이 진짜 이뻐요 브라운색은 여기 코트가 젤 잘뽑은듯	1
두께가 도톰한데 불편함없이 딱 좋아요 따뜻하구요	1
너무너무 좋아요 적당히 따뜻합니다 사는거 추천드려요	1
기다리다 재고 떠서 바로 산건데 색 살이 입기도 부담없이 이쁘네요	1
저에게 딱 맞아요 그리고 디자인 품질도 역시 가성비 최고인거 같아요 일단 봐뒀다가 할인해서 산거라 지금보다는 봄에 입이면 좋울꺼 같아요	1
다 좋은데 저한테는 목 부분이 살짝 작아요 운동할때 전투용으로 좋을 갓 같아요	0
다 좋은데 한 이주정도 입는데 어깨가 갑자기 터져서 당황했네요	0
기장이 그렇게 길지도 않고 적당히 와이드 해서 너무 좋아요 	1
역시 믿고 다음에 또 구매할 예정 입니다 최고입니다	1
레이어드 하기엔 밑단 시보리가 약해서 금방 풀리는데 옷핀으로 고정해주면 괜찮아요	0
예쁘고 확실히 밑에 시보리를 잡아줘서 레이어드 하기 좋아요	1
실물이 훨씬 예쁜 니트입니다색깔별로 더 사고싶네요	1
제가 딱원하는 세미오버핏의 느낌에 재질이나 색감 모두 만족하는 스타일입니다 기장감이 살짝 더 긴 느낌이 있지만 아래쪽 시보리가 잡아주고 있어서 괜찮네용	1
가디건도 좋았는데 니트도 맛있네요 잘 입고 다니겠습니다	1
가성비최고 이가격에 이런제품 못구해요 너무이뻐요	1
디자인 너무 이쁘고 어떤 옷을 입든 다 잘 어울려요 최고입니다	1
처음으로 그렇게 기본템이라던 블레이저를 하나 장만했는데 역시 무탠다드가 가성비하나는 최고네요 학생이시거나 처음 입문하는 단계라 고민된다면 비교적 가벼운 금액으로 입어볼 수 있어요 아직 애송이같은 저지만 야무지게 활용해보겠습니다	1
완전 짱짱하고 탄탄해요 체형보완은 그럭저럭 시보리도 잘 조여줘 키커보임	1
두께감이랑 마감 재질은 다 맘에 드는데 기장이 조금 긴 거 같아서 아쉽네요ㅠ	0
다 완벽한데 기장이 너무 짧네요 그외 핏도 좋고 재질도 가볍고 모든게 좋은데 왜 기장이 짧은진 이해가 안가네요ㅠ ㅠㅠ 기장이 길면 수선하면 그만인데 짧으니 이것도 저것도 못하겠네요	1
세일할때 편하게 막 입으려고 샀는데 이뻐여단품도 이쁘고 안에 뭐 받쳐 입어도 이쁘고 걍 이쁘고 좋아요	1
이가격에 이정도 재질 아주 만족합니다	1
크기가 커서 너무 만족합니다가볍게 꾸미고 입기에 좋은거 같습니다 잘입을께요	1
오자마자 입어봤는데 사이즈도 딱 맞고 재질도 부드럽고 너무 좋아요ㅎㅎ 인기상품인 이유가 있어요	1
믿고사는 에스피오나지 가디건 너무 좋아요 가격대비 만족감 최고입니다	1
가을 날씨에 소소하게 입기 좋은 옷인것 같아요 두껍진 않아서 안에 옷 따로 입어야할거같네욤	1
이 가격대의 가디건 중에서는 최고라고 생각합니다	1
한달정도 입어봤는데 재질도 탄탄하고 핏도 예쁩니다	1
오버핏으로 입는 걸 좋아해 치수업 했슴다기모였으면 더 좋았을텐데 한가지 아쉽네용그래도 만족	0
세미오버핏으로 입으려고 주문했는데 핏 너무 이쁘네요	1
몇년간 코트를 구매할 일이 있을때마다 조금씩 돈이 모자라코트 등 브랜드 인사일런스를 지나치고 말았는데역시즌에 무진장 세일까지 받아 드디어 꿈에 그리던제 꿈의 코트 인사일런스 코트를 사게됐습니다전에 샀던 사의 발마칸코트는 재질도 까슬까슬한 인공소재에너무너무 무거웠는데 인사일런스는 재질도 너무 좋고꽤 가벼워서 참 잘샀다고 생각이 듭니다 잘입겠습니다 ㅎㅎ	1
다리가 짧아서 기장을 수선했어요 제가 원하던 핏감이라 너무 좋아요	1
키 몸무게너무 싸길래 의심했는 데 적당히 박시하고 스타일 맞추기도 너무 좋아요처음 빨며는 팔부분이 좀 줄어들어요입고다니는 서람이 너무 많다는 단점ㅎㅎ	1
생각보다 색이 밝아서 아쉽습니다 사이즈는 편하게 잘 맞아요	0
사이즈가 넉넉하게 나왔고 도톰해서 겨울에 입기 좋아요	1
정말 최고의 사이즈와 핏입니다 너무 편해요다만 매번 살때마다 가격이 다른건 ㅜ	1
여자분들 후기가 없어서 좀 걱정했는데 어깨가 좀 넓어보이지만 걍 옷 자체가 오버사이즈라 그렇게 이상하진 않네여옷도 생각보다 안무거워요블랙프라이데이에 싸게 샀습니다	1
생각보다 핏이 루즈하지 않아서 아쉽긴 한데 편하고 좋아요	0
가볍고 시원하고 편해요 그래서 여름에 입기 아주 좋은 상품이예요 평범하지않은 컬러라 오히려 포인트도 되고 너무 좋아요	1
전국 하비들 다모여ㅠㅠ 이거 안사고 뭐해요 제가 지금까지 제 만만치 않은 다리를 커버해줄 똑떨어지는 핏 슬랙스를 찾기위해 쓴 돈만해도 차한대값일겁니다엉덩이크고 허벅지 두껍고 허리 얇은 체형의 하비인데 정말ㅠㅠ 날씬해보여요ㅠㅠ 살빠졌냐는 소리 오백번 들음 녀러분 당장 구매하세유 무탠다드 최고	1
가죽냄새 뺄려고 주일 넘게 기다리다 환불시기 놓쳤어요환불 하고싶어요가죽냄새 안빠짐 ㅠㅜ	0
정말 가볍고 질감이 좋고 자크도 좋고 증말 갓성비 최고입니다	1
사이즈도 적당하고 이뻐요 근데 는 좀 작긴하네요	0
가격대비 생각보다 부드럽진 않아여저는 실착해보고 삿는데안해봤으면 큰일 날뻔에 를 갓다는건정사이즈가면 해리포터 핏 나옵니다 잘생각하세요	0
배송시에 하얗게 눌림자국이 있는거 빼고는 마음에 들어요 가성비로 정말 최고입니다	1
예뻐요오 여자친구가 예쁘대요 하하 컬러가 오묘해서 좋아요ㅔ	1
엘무드 니트 중에서 초록색이 색깔 젤 좋은거 ㅇㅈ어 ㅇㅈ요	1
생각보다 얇아서 겨울엔 겨울용 따로 준비해야될듯요 그러나 봄여름엔 최적의 아이템 제가 다리가 살짝 짧은편이라 배까지 올려야 기자잉 딱맞는데 밑위가 좀 끼네요 그러나 최고의아이템	1
돈 좀 더 투자해서 좀 더 고급으로 가야 두 번 지출하는 일이 없을 것 같아요 사이즈가 작으므로 사이즈로 살 것을 추천합니다 은 제가 어좁이임에도 불구하고 너무 어깨가 작아요 무난하게 입기 좋습니다 다만 저렴한 가격의  제품이다보니 퀄리티는 큰 기대하지 않는 것이 좋을 것 같아요  하지만 역설적이게도 그래서 몇 번 입다 버리기도 좋겠어요	0
엘무드 니트는 처음인데 인기가 많은 이유를 잘 알겠네요	1
블레이저류는 처음 사보는데 입문용으로 너무 좋아요 코디도 깔끔  캐쥬얼 여러가지러 활용할 수 있을 것 같아요 만족합니다 ㅎㅎ	1
너무 마음에들어요 앞으로도 재구매할 의사가 있어요	1
핏 정말 좋습니다옷 자체도 너무 이쁘고 사길 잘했다고 생각하는 제품이고다른색상까지 구매의사있습니다	1
그냥 평범한 자켓이에요 엄청 이쁘고 그렇지 않네요	0
비싼 슬랙스 필요없더라고요 무탠다드 최고후기가 워낙 많아서 반신반의 하면서 샀었는데 완전 자주입는 바지입니다저는 입어보니 기장은 센티 정도 내리면 더 나을듯요 신발 발목에 한 번씩 올라가서 불편할 때가 있어서요 여튼 진짜 잘입고 있어요	1
가격에 비해 마감상태도 별로고 안에 흰옷 레이어드해서 입으면 실밥이랑 기모가 묻어나와요ㅠㅠ	0
역시 무신사 스탠다드네요 편안하고 핏도 잘나와서 너무 좋아요	1
여름을 제외하고 모든 이너로 활용할 수 있을것 같아요	1
진짜 찰떡같은 사이즈 길이 전부 만족이요 베이지 사고 너무 마음에 들어서 블랙도 샀어요 가성비 최고	1
실제로 보니 색감도 좋고 훨신 예쁘네요 무게감이 좀 있지만 그만큼 따듯하고 좋은거같아요	1
추우면 못입을듯 근데 밴딩은 편하고 옷도 널널해서 너무 좋아요 핏감은 딱 원하던거에용	1
굿굿 너무이뻐요 가성비최고입니다 세탁도하기편해서 너무좋아요	1
옷은 깔끔하고 원단도 고급져요다만 디자인은 클래식한테 핏은 오버핏인 느낌이에요 ㅠㅠ저한테 잘어울리진 않는듯 두꺼워서 따뜻한데 등치 있어보여요	0
조금 비칩니다 그리고 무탠 다른 슬랙스처럼 살짝 작게 나왔습니다 참고하세요	0
너무 작아요 거의 크롭기장입니다 마르신 분들이 입으면 예쁠거같아요	0
무탠다드 블레이저는 가성비 최고입니당휘뚜루 마뚜루 벌써 번째 구매인데요핏도 좋구 원단도 좋아요 	1
기준 적당하게 잘 맞네요 핏도이뻐요	1
색깔별로 모으는 중입니다수선없이 맞춤옷 같은 착용감단연 최고입니다	1
최고에요 근본 무탠다드 살게넘많을땐 무신사 스탠다드	1
상품은 잘맞아요 다만 오른쪽 바지 하단부분에 주먹만하게 동그란 얼룩있음좀 찝찝함 ㅋㅋ실망스러움 고른다고 골랐건만ㅋㅋ	0
레이어드 하기 정말 좋은 제품이에요 기장은 길지 않은 편이라 너무 좋네요 최고	1
밑단 시보리 하나도 안접히고털같은거 엄청 빠져요	0
가볍고 따뜻해서 너무 좋아요 겨울에 열심히 입을게요	1
주문하기전에 사이즈때문에 많은 고민을 했습니다 그리고 색상이 너무 어두울까봐 고민도했구요그냥저냥 입을만하구요 뭐 딱히 나쁘지는 않아요 쏘쏘 합니다 가격이 올라서 아쉽네요	0
이거 너무 좋아요 진짜 나 미쳐 ㅠㅠ 계속 봐도 너무 예뻐용	1
마감이 아쉬워요 가격할인이 있어서 그냥 감안할 수준	0
편안하고 데일리로 좋은 아이템 진짜 너무 좋아요교복이든 어디든 다 잘 어울려요	1
사이즈도 넉넉하고 핏도 너무 좋아요 색상도 마음에 듭니다	1
평소 입던 크림보다는 조금 레몬색에 가까운 느낌이라고 느껴졌어요그래도 이쁘고 재질도 부드럽고 좋습니다 ㅎㅎ	1
블랙이 최고지만 여름에 아이보리 있으면 밝게 입기 좋습니다	1
옷이 좀 작게나옴 어깨가 좁은편인데도 어깨부분이 꽤나 작음 덩치있는사람들은 이거말고 품 여유롭게 나온제품있는데 그거사야될듯	0
너무너무 이쁘고 몸뚱아리가 별로인 저에게도 딱 맞는핏이여서 최고입니다 사랑해용 아노블리어	1
무탠다드 코트 첨인데 만원대에 산 코트치고 상당히 가성비가 좋은 것 같습니다 	1
